filename; type; size in bytes; modification date; duration
index.jpeg,jpeg,9072,Ср июн 10 22:24:20 MSK 2020, - ,
lab1.sh,sh,704,Ср июн 10 22:33:34 MSK 2020, - ,
output.csv,csv,171,Ср июн 10 22:34:31 MSK 2020, - ,
Rose - 3654.mp4,mp4,4142211,Ср июн 10 22:23:14 MSK 2020,0:0:13.06,
